instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category
3258,2011-05-20,2,0,5,15,0,5,1,2,0.6,0.6212,0.56,0.194,74,168,242,Evening Rush
3259,2011-05-20,2,0,5,16,0,5,1,2,0.6,0.6212,0.53,0.1642,61,269,330,Evening Rush
3260,2011-05-20,2,0,5,17,0,5,1,1,0.62,0.6212,0.53,0.0,71,483,554,Evening Rush
3261,2011-05-20,2,0,5,18,0,5,1,1,0.6,0.6212,0.56,0.1642,79,394,473,Evening Rush
3262,2011-05-20,2,0,5,19,0,5,1,1,0.58,0.5455,0.64,0.0896,49,253,302,Evening Rush
3263,2011-05-20,2,0,5,20,0,5,1,1,0.58,0.5455,0.64,0.1045,40,180,220,Night
3264,2011-05-20,2,0,5,21,0,5,1,1,0.56,0.5303,0.64,0.1045,40,155,195,Night
3265,2011-05-20,2,0,5,22,0,5,1,1,0.54,0.5152,0.73,0.0,28,124,152,Night
3266,2011-05-20,2,0,5,23,0,5,1,1,0.52,0.5,0.72,0.1642,15,100,115,Night
3267,2011-05-21,2,0,5,0,0,6,0,1,0.52,0.5,0.77,0.1045,20,78,98,Late Night
3268,2011-05-21,2,0,5,1,0,6,0,1,0.52,0.5,0.72,0.0,8,64,72,Late Night
3269,2011-05-21,2,0,5,2,0,6,0,1,0.52,0.5,0.72,0.1045,5,35,40,Late Night
3270,2011-05-21,2,0,5,3,0,6,0,1,0.48,0.4697,0.82,0.1045,7,12,19,Late Night
3271,2011-05-21,2,0,5,4,0,6,0,1,0.46,0.4545,0.88,0.1343,1,6,7,Late Night
3272,2011-05-21,2,0,5,5,0,6,0,1,0.46,0.4545,0.88,0.1045,1,4,5,Late Night
3273,2011-05-21,2,0,5,6,0,6,0,1,0.5,0.4848,0.82,0.1343,6,22,28,Morning Rush
3274,2011-05-21,2,0,5,7,0,6,0,1,0.54,0.5152,0.73,0.1343,10,33,43,Morning Rush
3275,2011-05-21,2,0,5,8,0,6,0,1,0.56,0.5303,0.68,0.2836,29,97,126,Morning Rush
3276,2011-05-21,2,0,5,9,0,6,0,1,0.6,0.6061,0.64,0.2239,60,165,225,Morning Rush
3277,2011-05-21,2,0,5,10,0,6,0,1,0.62,0.6061,0.61,0.1045,122,201,323,Morning Rush
3278,2011-05-21,2,0,5,11,0,6,0,1,0.64,0.6212,0.53,0.1343,173,245,418,Lunch/Afternoon
3279,2011-05-21,2,0,5,12,0,6,0,1,0.66,0.6212,0.5,0.0,222,271,493,Lunch/Afternoon
3280,2011-05-21,2,0,5,13,0,6,0,1,0.7,0.6364,0.45,0.0,191,271,462,Lunch/Afternoon
3281,2011-05-21,2,0,5,14,0,6,0,1,0.72,0.6515,0.42,0.0,187,269,456,Lunch/Afternoon
3282,2011-05-21,2,0,5,15,0,6,0,1,0.72,0.6515,0.45,0.2537,232,274,506,Evening Rush
3283,2011-05-21,2,0,5,16,0,6,0,2,0.72,0.6515,0.39,0.2537,204,267,471,Evening Rush
3284,2011-05-21,2,0,5,17,0,6,0,2,0.72,0.6515,0.42,0.1642,191,253,444,Evening Rush
3285,2011-05-21,2,0,5,18,0,6,0,2,0.7,0.6364,0.45,0.1642,191,253,444,Evening Rush
3286,2011-05-21,2,0,5,19,0,6,0,1,0.68,0.6364,0.47,0.1642,117,184,301,Evening Rush
3287,2011-05-21,2,0,5,20,0,6,0,1,0.62,0.6061,0.61,0.0,84,164,248,Night
3288,2011-05-21,2,0,5,21,0,6,0,1,0.62,0.6061,0.61,0.1045,77,150,227,Night
3289,2011-05-21,2,0,5,22,0,6,0,1,0.6,0.5909,0.69,0.1343,78,126,204,Night
3290,2011-05-21,2,0,5,23,0,6,0,1,0.58,0.5455,0.78,0.0896,42,103,145,Night
3291,2011-05-22,2,0,5,0,0,0,0,1,0.54,0.5152,0.88,0.1642,31,100,131,Late Night
3292,2011-05-22,2,0,5,1,0,0,0,1,0.52,0.5,0.94,0.1343,17,81,98,Late Night
3293,2011-05-22,2,0,5,2,0,0,0,1,0.52,0.5,0.94,0.1045,18,50,68,Late Night
3294,2011-05-22,2,0,5,3,0,0,0,1,0.5,0.4848,1.0,0.1045,10,23,33,Late Night
3295,2011-05-22,2,0,5,4,0,0,0,1,0.5,0.4848,1.0,0.0,3,9,12,Late Night
3296,2011-05-22,2,0,5,5,0,0,0,1,0.5,0.4848,1.0,0.1045,1,5,6,Late Night
3297,2011-05-22,2,0,5,6,0,0,0,1,0.52,0.5,0.94,0.1045,5,13,18,Morning Rush
3298,2011-05-22,2,0,5,7,0,0,0,1,0.54,0.5152,0.88,0.1045,13,27,40,Morning Rush
3299,2011-05-22,2,0,5,8,0,0,0,1,0.6,0.5909,0.73,0.0896,29,65,94,Morning Rush
3300,2011-05-22,2,0,5,9,0,0,0,1,0.62,0.6061,0.69,0.1045,59,130,189,Morning Rush
3301,2011-05-22,2,0,5,10,0,0,0,1,0.64,0.6061,0.65,0.1343,135,170,305,Morning Rush
3302,2011-05-22,2,0,5,11,0,0,0,1,0.7,0.6515,0.54,0.194,164,209,373,Lunch/Afternoon
3303,2011-05-22,2,0,5,12,0,0,0,2,0.72,0.6667,0.51,0.194,146,255,401,Lunch/Afternoon
3304,2011-05-22,2,0,5,13,0,0,0,2,0.66,0.6212,0.54,0.2239,180,275,455,Lunch/Afternoon
3305,2011-05-22,2,0,5,14,0,0,0,3,0.62,0.6061,0.69,0.194,125,191,316,Lunch/Afternoon
3306,2011-05-22,2,0,5,15,0,0,0,2,0.66,0.6212,0.61,0.1642,110,221,331,Evening Rush
3307,2011-05-22,2,0,5,16,0,0,0,1,0.68,0.6364,0.61,0.1343,72,201,273,Evening Rush
3308,2011-05-22,2,0,5,17,0,0,0,1,0.7,0.6515,0.58,0.2537,93,213,306,Evening Rush
3309,2011-05-22,2,0,5,18,0,0,0,1,0.66,0.6212,0.61,0.2239,120,238,358,Evening Rush
3310,2011-05-22,2,0,5,19,0,0,0,1,0.66,0.6212,0.61,0.194,107,193,300,Evening Rush
3311,2011-05-22,2,0,5,20,0,0,0,1,0.64,0.6061,0.65,0.1642,57,174,231,Night
3312,2011-05-22,2,0,5,21,0,0,0,1,0.62,0.5909,0.73,0.194,27,109,136,Night
3313,2011-05-22,2,0,5,22,0,0,0,1,0.6,0.5606,0.83,0.1343,35,86,121,Night
3314,2011-05-22,2,0,5,23,0,0,0,2,0.58,0.5455,0.83,0.1343,19,46,65,Night
3315,2011-05-23,2,0,5,0,0,1,1,2,0.56,0.5303,0.88,0.1343,23,18,41,Late Night
3316,2011-05-23,2,0,5,1,0,1,1,1,0.56,0.5303,0.88,0.1045,4,5,9,Late Night
3317,2011-05-23,2,0,5,2,0,1,1,3,0.56,0.5303,0.88,0.1642,2,3,5,Late Night
3318,2011-05-23,2,0,5,3,0,1,1,3,0.54,0.5152,0.94,0.1642,0,4,4,Late Night
3319,2011-05-23,2,0,5,4,0,1,1,2,0.54,0.5152,0.94,0.0,2,2,4,Late Night
3320,2011-05-23,2,0,5,5,0,1,1,2,0.54,0.5152,0.94,0.0,0,11,11,Late Night
3321,2011-05-23,2,0,5,6,0,1,1,2,0.54,0.5152,1.0,0.0,4,92,96,Morning Rush
3322,2011-05-23,2,0,5,7,0,1,1,2,0.56,0.5303,0.94,0.1045,13,223,236,Morning Rush
3323,2011-05-23,2,0,5,8,0,1,1,1,0.6,0.5455,0.88,0.194,50,359,409,Morning Rush
3324,2011-05-23,2,0,5,9,0,1,1,1,0.6,0.5455,0.88,0.2239,36,131,167,Morning Rush
3325,2011-05-23,2,0,5,10,0,1,1,1,0.66,0.6212,0.74,0.2985,49,72,121,Morning Rush
3326,2011-05-23,2,0,5,11,0,1,1,1,0.68,0.6364,0.69,0.3881,73,107,180,Lunch/Afternoon
3327,2011-05-23,2,0,5,12,0,1,1,1,0.68,0.6364,0.69,0.3881,65,139,204,Lunch/Afternoon
3328,2011-05-23,2,0,5,13,0,1,1,2,0.74,0.6818,0.58,0.4179,49,155,204,Lunch/Afternoon
3329,2011-05-23,2,0,5,14,0,1,1,2,0.72,0.6818,0.62,0.5224,57,130,187,Lunch/Afternoon
3330,2011-05-23,2,0,5,15,0,1,1,2,0.72,0.6818,0.62,0.4478,57,119,176,Evening Rush
3331,2011-05-23,2,0,5,16,0,1,1,2,0.72,0.6818,0.62,0.2985,56,223,279,Evening Rush
3332,2011-05-23,2,0,5,17,0,1,1,3,0.72,0.6818,0.7,0.3881,56,373,429,Evening Rush
3333,2011-05-23,2,0,5,18,0,1,1,1,0.7,0.6667,0.74,0.2836,68,385,453,Evening Rush
3334,2011-05-23,2,0,5,19,0,1,1,1,0.7,0.6667,0.74,0.2239,56,302,358,Evening Rush
3335,2011-05-23,2,0,5,20,0,1,1,1,0.64,0.5758,0.83,0.2239,39,271,310,Night
3336,2011-05-23,2,0,5,21,0,1,1,1,0.64,0.5758,0.89,0.2239,33,155,188,Night
3337,2011-05-23,2,0,5,22,0,1,1,1,0.62,0.5455,0.94,0.2239,25,106,131,Night
3338,2011-05-23,2,0,5,23,0,1,1,2,0.62,0.5606,0.88,0.194,19,53,72,Night
3339,2011-05-24,2,0,5,0,0,2,1,2,0.6,0.5152,0.94,0.194,12,23,35,Late Night
3340,2011-05-24,2,0,5,1,0,2,1,2,0.6,0.5152,0.94,0.1642,6,9,15,Late Night
3341,2011-05-24,2,0,5,2,0,2,1,2,0.6,0.5152,0.94,0.194,2,8,10,Late Night
3342,2011-05-24,2,0,5,3,0,2,1,2,0.58,0.5455,0.94,0.1045,0,2,2,Late Night
3343,2011-05-24,2,0,5,4,0,2,1,1,0.6,0.5455,0.88,0.1045,1,3,4,Late Night
3344,2011-05-24,2,0,5,5,0,2,1,2,0.58,0.5455,0.94,0.2537,2,22,24,Late Night
3345,2011-05-24,2,0,5,6,0,2,1,2,0.58,0.5455,0.94,0.194,10,102,112,Morning Rush
3346,2011-05-24,2,0,5,7,0,2,1,3,0.64,0.5909,0.78,0.194,26,288,314,Morning Rush
3347,2011-05-24,2,0,5,8,0,2,1,3,0.62,0.5758,0.83,0.2239,31,403,434,Morning Rush
3348,2011-05-24,2,0,5,9,0,2,1,2,0.64,0.6061,0.73,0.194,27,111,138,Morning Rush
3349,2011-05-24,2,0,5,10,0,2,1,1,0.7,0.6515,0.61,0.3284,18,90,108,Morning Rush
3350,2011-05-24,2,0,5,11,0,2,1,1,0.74,0.6667,0.51,0.2239,33,142,175,Lunch/Afternoon
3351,2011-05-24,2,0,5,12,0,2,1,1,0.76,0.6818,0.45,0.3881,41,129,170,Lunch/Afternoon
3352,2011-05-24,2,0,5,13,0,2,1,1,0.78,0.697,0.46,0.2537,38,152,190,Lunch/Afternoon
3353,2011-05-24,2,0,5,14,0,2,1,1,0.78,0.697,0.46,0.2836,27,126,153,Lunch/Afternoon
3354,2011-05-24,2,0,5,15,0,2,1,3,0.74,0.6818,0.55,0.4179,59,129,188,Evening Rush
3355,2011-05-24,2,0,5,16,0,2,1,1,0.66,0.6212,0.69,0.194,52,225,277,Evening Rush
3356,2011-05-24,2,0,5,17,0,2,1,1,0.7,0.6515,0.61,0.1045,56,492,548,Evening Rush
3357,2011-05-24,2,0,5,18,0,2,1,1,0.7,0.6515,0.7,0.194,74,490,564,Evening Rush
3358,2011-05-24,2,0,5,19,0,2,1,1,0.66,0.6212,0.74,0.194,45,310,355,Evening Rush
3359,2011-05-24,2,0,5,20,0,2,1,1,0.66,0.6212,0.74,0.0896,39,241,280,Night
3360,2011-05-24,2,0,5,21,0,2,1,1,0.64,0.5909,0.78,0.0896,21,168,189,Night
3361,2011-05-24,2,0,5,22,0,2,1,3,0.62,0.5606,0.88,0.2239,26,115,141,Night
3362,2011-05-24,2,0,5,23,0,2,1,3,0.66,0.6212,0.74,0.1642,13,53,66,Night
3363,2011-05-25,2,0,5,0,0,3,1,3,0.6,0.5606,0.83,0.2239,3,32,35,Late Night
3364,2011-05-25,2,0,5,1,0,3,1,3,0.58,0.5455,0.83,0.194,6,2,8,Late Night
3365,2011-05-25,2,0,5,2,0,3,1,2,0.56,0.5303,0.94,0.0,0,8,8,Late Night
3366,2011-05-25,2,0,5,3,0,3,1,1,0.54,0.5152,1.0,0.1343,0,9,9,Late Night
3367,2011-05-25,2,0,5,4,0,3,1,1,0.54,0.5152,1.0,0.1045,0,3,3,Late Night
3368,2011-05-25,2,0,5,5,0,3,1,1,0.56,0.5303,0.88,0.0896,2,23,25,Late Night
3369,2011-05-25,2,0,5,6,0,3,1,1,0.56,0.5303,0.94,0.0896,4,113,117,Morning Rush
3370,2011-05-25,2,0,5,7,0,3,1,1,0.62,0.5909,0.73,0.1343,29,284,313,Morning Rush
3371,2011-05-25,2,0,5,8,0,3,1,1,0.64,0.6061,0.69,0.2239,36,495,531,Morning Rush
3372,2011-05-25,2,0,5,9,0,3,1,1,0.68,0.6364,0.65,0.0896,27,207,234,Morning Rush
3373,2011-05-25,2,0,5,10,0,3,1,1,0.7,0.6515,0.61,0.0896,30,105,135,Morning Rush
3374,2011-05-25,2,0,5,11,0,3,1,1,0.74,0.6667,0.51,0.0896,36,104,140,Lunch/Afternoon
3375,2011-05-25,2,0,5,12,0,3,1,1,0.74,0.6818,0.55,0.1343,32,178,210,Lunch/Afternoon
3376,2011-05-25,2,0,5,13,0,3,1,1,0.74,0.6818,0.55,0.1343,39,163,202,Lunch/Afternoon
3377,2011-05-25,2,0,5,14,0,3,1,1,0.74,0.6818,0.55,0.1642,47,121,168,Lunch/Afternoon
3378,2011-05-25,2,0,5,15,0,3,1,1,0.76,0.697,0.52,0.2537,37,145,182,Evening Rush
3379,2011-05-25,2,0,5,16,0,3,1,1,0.74,0.6667,0.51,0.2836,61,238,299,Evening Rush
3380,2011-05-25,2,0,5,17,0,3,1,1,0.74,0.6667,0.51,0.2239,77,524,601,Evening Rush
3381,2011-05-25,2,0,5,18,0,3,1,1,0.72,0.6667,0.58,0.2239,66,451,517,Evening Rush
3382,2011-05-25,2,0,5,19,0,3,1,1,0.7,0.6515,0.61,0.1343,73,332,405,Evening Rush
3383,2011-05-25,2,0,5,20,0,3,1,1,0.7,0.6515,0.61,0.1642,56,284,340,Night
3384,2011-05-25,2,0,5,21,0,3,1,1,0.66,0.6212,0.69,0.1343,33,203,236,Night
3385,2011-05-25,2,0,5,22,0,3,1,1,0.66,0.6212,0.69,0.2537,34,140,174,Night
3386,2011-05-25,2,0,5,23,0,3,1,1,0.64,0.6061,0.73,0.1343,12,74,86,Night
3387,2011-05-26,2,0,5,0,0,4,1,1,0.64,0.6061,0.73,0.1343,11,34,45,Late Night
3388,2011-05-26,2,0,5,1,0,4,1,1,0.64,0.6061,0.73,0.1343,3,13,16,Late Night
3389,2011-05-26,2,0,5,2,0,4,1,1,0.62,0.5758,0.83,0.1045,7,7,14,Late Night
3390,2011-05-26,2,0,5,3,0,4,1,1,0.6,0.5455,0.88,0.0896,0,4,4,Late Night
3391,2011-05-26,2,0,5,4,0,4,1,1,0.6,0.5455,0.88,0.0,0,2,2,Late Night
3392,2011-05-26,2,0,5,5,0,4,1,2,0.6,0.5455,0.88,0.0896,2,25,27,Late Night
3393,2011-05-26,2,0,5,6,0,4,1,2,0.6,0.5,1.0,0.0896,4,94,98,Morning Rush
3394,2011-05-26,2,0,5,7,0,4,1,2,0.62,0.5455,0.94,0.2537,16,270,286,Morning Rush
3395,2011-05-26,2,0,5,8,0,4,1,2,0.66,0.6061,0.83,0.1642,31,458,489,Morning Rush
3396,2011-05-26,2,0,5,9,0,4,1,1,0.72,0.6818,0.7,0.1642,22,194,216,Morning Rush
3397,2011-05-26,2,0,5,10,0,4,1,1,0.7,0.6667,0.74,0.2836,49,94,143,Morning Rush
3398,2011-05-26,2,0,5,11,0,4,1,1,0.74,0.697,0.66,0.2239,36,124,160,Lunch/Afternoon
3399,2011-05-26,2,0,5,12,0,4,1,1,0.78,0.7424,0.59,0.3284,53,141,194,Lunch/Afternoon
3400,2011-05-26,2,0,5,13,0,4,1,1,0.82,0.7727,0.52,0.2836,52,145,197,Lunch/Afternoon
3401,2011-05-26,2,0,5,14,0,4,1,1,0.82,0.7727,0.52,0.2836,44,145,189,Lunch/Afternoon
3402,2011-05-26,2,0,5,15,0,4,1,2,0.82,0.7576,0.46,0.2836,40,101,141,Evening Rush
3403,2011-05-26,2,0,5,16,0,4,1,2,0.8,0.7424,0.49,0.3582,58,233,291,Evening Rush
3404,2011-05-26,2,0,5,17,0,4,1,1,0.8,0.7273,0.46,0.2836,49,445,494,Evening Rush
3405,2011-05-26,2,0,5,18,0,4,1,1,0.8,0.7273,0.46,0.3284,74,404,478,Evening Rush
3406,2011-05-26,2,0,5,19,0,4,1,1,0.78,0.697,0.46,0.3284,67,311,378,Evening Rush
3407,2011-05-26,2,0,5,20,0,4,1,1,0.72,0.6667,0.58,0.1642,55,267,322,Night
3408,2011-05-26,2,0,5,21,0,4,1,1,0.72,0.6818,0.62,0.0896,45,178,223,Night
3409,2011-05-26,2,0,5,22,0,4,1,1,0.7,0.6515,0.65,0.1343,23,157,180,Night
3410,2011-05-26,2,0,5,23,0,4,1,1,0.7,0.6515,0.65,0.194,17,73,90,Night
3411,2011-05-27,2,0,5,0,0,5,1,1,0.68,0.6364,0.69,0.2537,14,55,69,Late Night
3412,2011-05-27,2,0,5,1,0,5,1,1,0.7,0.6515,0.58,0.2985,14,36,50,Late Night
3413,2011-05-27,2,0,5,2,0,5,1,1,0.68,0.6364,0.61,0.2239,6,12,18,Late Night
3414,2011-05-27,2,0,5,3,0,5,1,1,0.66,0.6212,0.65,0.0896,1,11,12,Late Night
3415,2011-05-27,2,0,5,4,0,5,1,1,0.64,0.6061,0.69,0.1343,2,5,7,Late Night
3416,2011-05-27,2,0,5,5,0,5,1,1,0.64,0.6061,0.65,0.2836,2,29,31,Late Night
3417,2011-05-27,2,0,5,6,0,5,1,1,0.64,0.6061,0.69,0.0896,8,73,81,Morning Rush
3418,2011-05-27,2,0,5,7,0,5,1,1,0.64,0.6061,0.73,0.1642,20,229,249,Morning Rush
3419,2011-05-27,2,0,5,8,0,5,1,1,0.66,0.6212,0.74,0.2836,25,393,418,Morning Rush
3420,2011-05-27,2,0,5,9,0,5,1,1,0.7,0.6515,0.65,0.2836,37,190,227,Morning Rush
3421,2011-05-27,2,0,5,10,0,5,1,1,0.72,0.6667,0.54,0.3881,42,111,153,Morning Rush
3422,2011-05-27,2,0,5,11,0,5,1,2,0.74,0.6818,0.55,0.3284,40,126,166,Lunch/Afternoon
3423,2011-05-27,2,0,5,12,0,5,1,2,0.76,0.697,0.55,0.2985,53,190,243,Lunch/Afternoon
3424,2011-05-27,2,0,5,13,0,5,1,1,0.74,0.6818,0.58,0.194,51,158,209,Lunch/Afternoon
3425,2011-05-27,2,0,5,14,0,5,1,1,0.76,0.697,0.55,0.2537,51,188,239,Lunch/Afternoon
3426,2011-05-27,2,0,5,15,0,5,1,1,0.78,0.7121,0.49,0.2836,98,258,356,Evening Rush
3427,2011-05-27,2,0,5,16,0,5,1,2,0.76,0.697,0.55,0.3881,63,356,419,Evening Rush
3428,2011-05-27,2,0,5,17,0,5,1,1,0.74,0.6818,0.58,0.3881,77,414,491,Evening Rush
3429,2011-05-27,2,0,5,18,0,5,1,2,0.72,0.6818,0.62,0.2985,89,310,399,Evening Rush
3430,2011-05-27,2,0,5,19,0,5,1,3,0.6,0.5758,0.78,0.2537,69,210,279,Evening Rush
3431,2011-05-27,2,0,5,20,0,5,1,2,0.62,0.5909,0.73,0.2239,24,120,144,Night
3432,2011-05-27,2,0,5,21,0,5,1,1,0.6,0.5606,0.83,0.1045,37,114,151,Night
3433,2011-05-27,2,0,5,22,0,5,1,1,0.6,0.5758,0.78,0.1343,25,116,141,Night
3434,2011-05-27,2,0,5,23,0,5,1,1,0.58,0.5455,0.88,0.1343,23,104,127,Night
3435,2011-05-28,2,0,5,0,0,6,0,1,0.58,0.5455,0.88,0.1343,15,79,94,Late Night
3436,2011-05-28,2,0,5,1,0,6,0,1,0.58,0.5455,0.88,0.194,8,47,55,Late Night
3437,2011-05-28,2,0,5,2,0,6,0,1,0.56,0.5303,0.94,0.194,13,35,48,Late Night
3438,2011-05-28,2,0,5,3,0,6,0,1,0.56,0.5303,0.88,0.2239,2,13,15,Late Night
3439,2011-05-28,2,0,5,4,0,6,0,1,0.56,0.5303,0.88,0.2537,0,4,4,Late Night
3440,2011-05-28,2,0,5,5,0,6,0,1,0.56,0.5303,0.88,0.2239,4,3,7,Late Night
3441,2011-05-28,2,0,5,6,0,6,0,1,0.58,0.5455,0.83,0.2537,3,16,19,Morning Rush
3442,2011-05-28,2,0,5,7,0,6,0,1,0.6,0.5606,0.83,0.2537,17,33,50,Morning Rush
3443,2011-05-28,2,0,5,8,0,6,0,1,0.62,0.5909,0.78,0.194,27,75,102,Morning Rush
3444,2011-05-28,2,0,5,9,0,6,0,1,0.64,0.6061,0.73,0.2537,61,116,177,Morning Rush
3445,2011-05-28,2,0,5,10,0,6,0,1,0.7,0.6515,0.65,0.2239,110,166,276,Morning Rush
3446,2011-05-28,2,0,5,11,0,6,0,1,0.7,0.6515,0.65,0.2239,171,178,349,Lunch/Afternoon
3447,2011-05-28,2,0,5,12,0,6,0,1,0.72,0.6667,0.58,0.2537,145,213,358,Lunch/Afternoon
3448,2011-05-28,2,0,5,13,0,6,0,1,0.72,0.6818,0.62,0.2239,168,217,385,Lunch/Afternoon
3449,2011-05-28,2,0,5,14,0,6,0,1,0.74,0.6818,0.58,0.2239,172,210,382,Lunch/Afternoon
3450,2011-05-28,2,0,5,15,0,6,0,1,0.74,0.6818,0.55,0.2239,187,187,374,Evening Rush
3451,2011-05-28,2,0,5,16,0,6,0,1,0.76,0.697,0.55,0.2836,201,201,402,Evening Rush
3452,2011-05-28,2,0,5,17,0,6,0,1,0.74,0.6818,0.55,0.2985,180,161,341,Evening Rush
3453,2011-05-28,2,0,5,18,0,6,0,1,0.72,0.6818,0.62,0.2537,173,212,385,Evening Rush
3454,2011-05-28,2,0,5,19,0,6,0,1,0.7,0.6515,0.65,0.194,99,153,252,Evening Rush
3455,2011-05-28,2,0,5,20,0,6,0,1,0.7,0.6515,0.65,0.2239,68,128,196,Night
3456,2011-05-28,2,0,5,21,0,6,0,1,0.66,0.6212,0.74,0.2985,87,114,201,Night
3457,2011-05-28,2,0,5,22,0,6,0,1,0.66,0.6061,0.78,0.2239,46,115,161,Night
3458,2011-05-28,2,0,5,23,0,6,0,1,0.64,0.5758,0.83,0.194,44,81,125,Night
3459,2011-05-29,2,0,5,0,0,0,0,1,0.64,0.5758,0.83,0.2239,32,51,83,Late Night
3460,2011-05-29,2,0,5,1,0,0,0,1,0.62,0.5606,0.88,0.1642,17,49,66,Late Night
3461,2011-05-29,2,0,5,2,0,0,0,1,0.62,0.5606,0.88,0.1045,12,49,61,Late Night
3462,2011-05-29,2,0,5,3,0,0,0,1,0.62,0.5606,0.88,0.1045,2,24,26,Late Night
3463,2011-05-29,2,0,5,4,0,0,0,1,0.6,0.5455,0.88,0.0896,13,10,23,Late Night
3464,2011-05-29,2,0,5,5,0,0,0,1,0.6,0.5152,0.94,0.1642,3,3,6,Late Night
3465,2011-05-29,2,0,5,6,0,0,0,2,0.62,0.5606,0.88,0.194,5,10,15,Morning Rush
3466,2011-05-29,2,0,5,7,0,0,0,2,0.62,0.5606,0.88,0.2537,13,17,30,Morning Rush
3467,2011-05-29,2,0,5,8,0,0,0,2,0.62,0.5606,0.88,0.2239,34,62,96,Morning Rush
3468,2011-05-29,2,0,5,9,0,0,0,2,0.62,0.5455,0.94,0.2537,74,78,152,Morning Rush
3469,2011-05-29,2,0,5,10,0,0,0,2,0.66,0.6061,0.83,0.2239,130,121,251,Morning Rush
3470,2011-05-29,2,0,5,11,0,0,0,2,0.66,0.6061,0.83,0.2836,139,180,319,Lunch/Afternoon
3471,2011-05-29,2,0,5,12,0,0,0,2,0.7,0.6667,0.74,0.2239,216,186,402,Lunch/Afternoon
3472,2011-05-29,2,0,5,13,0,0,0,1,0.72,0.6818,0.7,0.2836,237,181,418,Lunch/Afternoon
3473,2011-05-29,2,0,5,14,0,0,0,1,0.74,0.697,0.7,0.2836,183,168,351,Lunch/Afternoon
3474,2011-05-29,2,0,5,15,0,0,0,1,0.74,0.697,0.7,0.2985,221,155,376,Evening Rush
3475,2011-05-29,2,0,5,16,0,0,0,1,0.74,0.697,0.7,0.2836,194,167,361,Evening Rush
3476,2011-05-29,2,0,5,17,0,0,0,1,0.74,0.697,0.7,0.2836,214,169,383,Evening Rush
3477,2011-05-29,2,0,5,18,0,0,0,1,0.72,0.697,0.74,0.2836,151,177,328,Evening Rush
3478,2011-05-29,2,0,5,19,0,0,0,1,0.72,0.697,0.74,0.2537,141,146,287,Evening Rush
3479,2011-05-29,2,0,5,20,0,0,0,1,0.7,0.6667,0.79,0.194,91,128,219,Night
3480,2011-05-29,2,0,5,21,0,0,0,1,0.68,0.6364,0.83,0.1642,107,122,229,Night
3481,2011-05-29,2,0,5,22,0,0,0,1,0.66,0.5909,0.89,0.1343,78,93,171,Night
3482,2011-05-29,2,0,5,23,0,0,0,1,0.66,0.5909,0.89,0.1642,48,87,135,Night
3483,2011-05-30,2,0,5,0,1,1,0,1,0.64,0.5606,0.94,0.194,38,65,103,Late Night
3484,2011-05-30,2,0,5,1,1,1,0,1,0.64,0.5606,0.94,0.1343,26,53,79,Late Night
3485,2011-05-30,2,0,5,2,1,1,0,1,0.64,0.5606,0.94,0.194,17,28,45,Late Night
3486,2011-05-30,2,0,5,3,1,1,0,1,0.64,0.5606,0.94,0.194,10,8,18,Late Night
3487,2011-05-30,2,0,5,4,1,1,0,1,0.62,0.5455,0.94,0.1642,2,4,6,Late Night
3488,2011-05-30,2,0,5,5,1,1,0,2,0.62,0.5455,0.94,0.1045,1,6,7,Late Night
3489,2011-05-30,2,0,5,6,1,1,0,2,0.64,0.5606,0.94,0.0896,6,10,16,Morning Rush
3490,2011-05-30,2,0,5,7,1,1,0,2,0.64,0.5606,0.94,0.0,12,19,31,Morning Rush
3491,2011-05-30,2,0,5,8,1,1,0,2,0.66,0.5909,0.89,0.1045,36,58,94,Morning Rush
3492,2011-05-30,2,0,5,9,1,1,0,1,0.72,0.697,0.74,0.0896,47,81,128,Morning Rush
3493,2011-05-30,2,0,5,10,1,1,0,1,0.8,0.7576,0.55,0.2537,116,153,269,Morning Rush
3494,2011-05-30,2,0,5,11,1,1,0,1,0.82,0.7727,0.52,0.0,153,168,321,Lunch/Afternoon
3495,2011-05-30,2,0,5,12,1,1,0,1,0.86,0.803,0.47,0.1045,179,187,366,Lunch/Afternoon
3496,2011-05-30,2,0,5,13,1,1,0,1,0.86,0.7879,0.44,0.0896,133,217,350,Lunch/Afternoon
3497,2011-05-30,2,0,5,14,1,1,0,1,0.88,0.803,0.39,0.0,142,185,327,Lunch/Afternoon
3498,2011-05-30,2,0,5,15,1,1,0,1,0.88,0.803,0.39,0.2537,132,179,311,Evening Rush
3499,2011-05-30,2,0,5,16,1,1,0,1,0.88,0.7879,0.37,0.2836,101,208,309,Evening Rush
3500,2011-05-30,2,0,5,17,1,1,0,1,0.86,0.7879,0.41,0.2239,102,202,304,Evening Rush
3501,2011-05-30,2,0,5,18,1,1,0,1,0.86,0.7879,0.41,0.1642,77,172,249,Evening Rush
3502,2011-05-30,2,0,5,19,1,1,0,2,0.52,0.5,0.48,0.1045,68,157,225,Evening Rush
3503,2011-05-30,2,0,5,20,1,1,0,1,0.76,0.7121,0.58,0.0,69,168,237,Night
3504,2011-05-30,2,0,5,21,1,1,0,1,0.74,0.697,0.7,0.1343,42,107,149,Night
3505,2011-05-30,2,0,5,22,1,1,0,1,0.72,0.697,0.74,0.1642,26,80,106,Night
